"New Sort","Original Sort","Year","Trip","Ship","Comments","Transit","Arrival","Departure","Port","Port City","Port State","Port Country","Area","Original Date Span","Original Complete Port","","","","","","","","","",""
"1073","1196","","","","Exploration","2","07/05/00","07/06/00","1","San Blas Island","","Panama","","05-06 Jul 00","San Blas Island, Panama","","","","","","","","","",""
"1074","1197","","","","","1","07/07/00","07/08/00","1","Panama","","Panama","","07-08 Jul 00","Panama","","","","","","","","","",""
"1075","1198","","","","","12","07/20/00","07/23/00","3","Valparaiso","","Chile","","20-23 Jul 00","Valparaiso, Chile","","","","","","","","","",""
"1076","1199","","","","","6","07/29/00","08/01/00","3","Callao","","Peru","","29 Jul-01 Aug 00","Callao, Peru","","","","","","","","","",""
"1077","1200","","","","","10","08/11/00","08/14/00","3","Manzanillo","Colima","Mexico","","11-14 Aug 00","Manzanillo, Mexico","","","","","","","","","",""
"1078","1201","","","","","4","08/18/00","08/19/00","1","Long Beach","California","USA","","18-19 Aug 00","Los Angeles / Long Beach","","","","","","","","","",""
"1079","1202","","","","10,924 miles","4","08/23/00","08/23/00","0","Vallejo","California","USA","","08/23/00","Vallejo","","","","","","","","","",""
"1080","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081","1205","2001-0","Mini-Cruise","Golden Bear III","","","03/27/01","03/27/01","0","Vallejo","California","USA","","03/27/01","Vallejo","","","","","","","","","",""
"1082","1206","","","","cadet orientation & training","0","03/27/01","03/27/01","0","San Pablo Bay","California","USA","","","San Pablo Bay","","","","","","","","","",""
"1083","1207","","","","16 miles","0","03/27/01","03/27/01","0","Vallejo","California","USA","","03/27/01","Vallejo","","","","","","","","","",""
"1084","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085","1210","2001-1","Asia","Golden Bear III","","","04/22/01","04/22/01","0","Vallejo","California","USA","","04/22/01","Vallejo","","","","","","","","","",""
"1086","1211","","","","","6","04/28/01","04/30/01","2","Lahaina","Hawaii","USA","","28-30 Apr 01","Lahaina, Maui","","","","","","","","","",""
"1087","1212","","","","","12","05/12/01","05/14/01","2","Apra","Guam","","South Pacific","12-14 May 01","Apra, Guam","","","","","","","","","",""
"1088","1213","","","","Exploration","2","05/16/01","05/18/01","2","Colonia","Western Caroline Islands","Micronesia","South Pacific","05/16/01","Colonia, Yap,  W.Caroline Isl.","","","","","","","","","",""
"1089","1214","","","","","4","05/22/01","05/25/01","3","Hong Kong","","China","","22-25 May 01","Hong Kong, China","","","","","","","","","",""
"1090","1215","","","","cancelled due to international incident","1","05/26/01","05/29/01","3","Shanghai","","China","","26-29 May 01","Shanghai, China","","","","","","","","","",""
"1091","1216","","","","","1","05/30/01","06/02/01","3","Sasebo","","Japan","","30 May-02 Jun 01","Sasebo, Japan","","","","","","","","","",""
"1092","1217","","","","Exploration","10","06/12/01","06/14/01","2","Midway Island","","","South Pacific","06/12/01","Midway","","","","","","","","","",""
"1093","1218","","","","Underway Training","2","06/16/01","06/19/01","3","Lanai","Hawaii","USA","","16-19 Jun 01","Lanai, Hawaii","","","","","","","","","",""
"1094","1219","","","","12,907 miles","0","06/19/01","06/20/01","1","Honolulu","Hawaii","USA","","06/19/01","Honolulu","","","","","","","","","",""
"1095","1221","","","","","0","06/20/01","06/20/01","0","","","","","06/20/01","","","","","","","","","","",""
"1096","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097","1223","2001-2","Asia","Golden Bear III","","","06/22/01","06/22/01","0","Honolulu","Hawaii","USA","","06/22/01","Honolulu","","","","","","","","","",""
"1098","1224","","","","Exploration","14","07/06/01","07/08/01","2","Colonia","Western Caroline Islands","Micronesia","South Pacific","07/06/01","Colonia, Yap,  W.Caroline Isl.","","","","","","","","","",""
"1099","1225","","","","","3","07/11/01","07/13/01","2","Subic Bay","","Philippines","","11-13 Jul 01","Subic Bay, Philippines","","","","","","","","","",""
"1100","1226","","","","","3","07/16/01","07/17/01","1","Hong Kong","","China","","16-17 Jul 01","Hong Kong, China","","","","","","","","","",""
"1101","1227","","","","cancelled due to international incident","3","07/20/01","07/22/01","2","Shanghai","","China","","20-22 Jul 01","Shanghai, China","","","","","","","","","",""
"1102","1228","","","","","2","07/24/01","07/27/01","3","Sasebo","","Japan","","24-27 Jul 01","Sasebo, Japan","","","","","","","","","",""
"1103","1229","","","","Exploration","9","08/05/01","08/07/01","2","Midway Island","","","South Pacific","08/05/01","Midway","","","","","","","","","",""
"1104","1230","","","","","2","08/09/01","08/12/01","3","Kailua-Kona","Hawaii","USA","","09-12 Aug 01","Kona, Hawaii","","","","","","","","","",""
"1105","1231","","","","12,981 miles","9","08/21/01","08/21/01","0","Vallejo","California","USA","","08/21/01","Vallejo","","","","","","","","","",""
"1106","","","","","","","","","","","","","","","","","","","","","","","","",""
"1107","1234","2001-3","Mini-Cruise","Golden Bear III","CANCELLED DUE TO '9/11' ATTACKS","","10/07/01","10/07/01","0","Vallejo","California","USA","","10/07/01","Vallejo","","","","","","","","","",""
"1108","1235","","","","SFBay Fleet Week / Homecoming","0","10/07/01","10/07/01","0","San Francisco Bay","California","USA","","","SFran Bay","","","","","","","","","",""
"1109","1236","","","","","0","10/07/01","10/07/01","0","Vallejo","California","USA","","10/07/01","Vallejo","","","","","","","","","",""
"1110","","","","","","","","","","","","","","","","","","","","","","","","",""
"1111","1239","2002-1","""Down Under""","Golden Bear III","","","04/21/02","04/21/02","0","Vallejo","California","USA","","04/21/02","Vallejo","","","","","","","","","",""
"1112","1240","","","","Exploration","11","05/02/02","05/04/02","2","Nuka Hiva","Marquesas","French Polynesia","South Pacific","05/02/02","Nuka Hiva, Marquesas","","","","","","","","","",""
"1113","1241","","","","","2","05/06/02","05/09/02","3","Papeete","Tahiti","French Polynesia","South Pacific","06-09 May 02","Papeete, Tahiti","","","","","","","","","",""
"1114","1242","","","","","9","05/18/02","05/21/02","3","Auckland","","New Zealand","","18-21 May 02","Auckland, New Zealand","","","","","","","","","",""
"1115","1243","","","","","5","05/26/02","05/29/02","3","Brisbane","","Australia","","26-29 May 02","Brisbane, Australia","","","","","","","","","",""
"1116","1244","","","","","6","06/04/02","06/06/02","2","Suva","","Fiji","South Pacific","04-06 Jun 02","Suva, Fiji","","","","","","","","","",""
"1117","1245","","","","12,432 miles","12","06/18/02","06/18/02","0","Honolulu","Hawaii","USA","","06/18/02","Honolulu","","","","","","","","","",""
"1118","","","","","","","","","","","","","","","","","","","","","","","","",""
"1119","1248","2002-2","""Down Under""","Golden Bear III","","","06/21/02","06/21/02","0","Honolulu","Hawaii","USA","","06/21/02","Honolulu","","","","","","","","","",""
"1120","1249","","","","","11","07/02/02","07/05/02","3","Suva","","Fiji","South Pacific","02-05 Jul 02","Suva, Fiji","","","","","","","","","",""
"1121","1250","","","","","6","07/11/02","07/14/02","3","Brisbane","","Australia","","11-14 Jul 02","Brisbane, Australia","","","","","","","","","",""
"1122","1251","","","","","5","07/19/02","07/22/02","3","Auckland","","New Zealand","","19-22 Jul 02","Auckland, New Zealand","","","","","","","","","",""
"1123","1252","","","","","7","07/29/02","07/31/02","2","Papeete","Tahiti","French Polynesia","South Pacific","29-31Jul 02","Papeete, Tahiti","","","","","","","","","",""
"1124","1253","","","","Exploration","4","08/04/02","08/04/02","0","Nuka Hiva","Marquesas","French Polynesia","South Pacific","08/04/02","Nuka Hiva, Marquesas","","","","","","","","","",""
"1125","1254","","","","","11","08/15/02","08/17/02","2","Los Angeles","California","USA","","08/15/02","Los Angeles","","","","","","","","","",""
"1126","1255","","","","12,177 miles","2","08/19/02","08/19/02","0","Vallejo","California","USA","","08/19/02","Vallejo","","","","","","","","","",""
"1127","","","","","","","","","","","","","","","","","","","","","","","","",""
"1128","1258","2002-3","Mini-Cruise","Golden Bear III","","","10/13/02","10/13/02","0","Vallejo","California","USA","","10/13/02","Vallejo","","","","","","","","","",""
"1129","1259","","","","SFBay Fleet Week / Homecoming","0","10/13/02","10/13/02","0","San Francisco Bay","California","USA","","","SFran Bay","","","","","","","","","",""
"1130","1260","","","","40 miles","0","10/13/02","10/13/02","0","Vallejo","California","USA","","10/13/02","Vallejo","","","","","","","","","",""
"1131","","","","","","","","","","","","","","","","","","","","","","","","",""
"1132","1263","2003-0","Mini-Cruise","Golden Bear III","cancelled 14 Feb due ","","03/19/03","03/19/03","0","Vallejo","California","USA","","03/19/03","Vallejo","","","","","","","","","",""
"1133","1264","","","","to National Security concerns","1","03/20/03","03/22/03","2","Sacramento","California","USA","","20-22 Mar 03","Sacramento","","","","","","","","","",""
"1134","1265","","","","","0","03/22/03","03/22/03","0","Vallejo","California","USA","","03/22/03","Vallejo","","","","","","","","","",""
"1135","","","","","","","","","","","","","","","","","","","","","","","","",""
"1136","1268","2003-1","S. America","Golden Bear III","","","04/26/03","04/26/03","0","Vallejo","California","USA","","04/26/03","Vallejo","","","","","","","","","",""
"1137","1269","","","","","12","05/08/03","05/11/03","3","Quepos","","Costa Rica","","08-11 May 03","Quepos, Costa Rica","","","","","","","","","",""
"1138","1270","","","","","8","05/19/03","05/22/03","3","Iquique","","Chile","","19-22 May 03","Iquique, Chile","","","","","","","","","",""
"1139","1271","","","","Exploration","7","05/29/03","05/31/03","2","Cocos Island","","Costa Rica","","05/29/03","Cocos Island, Costa Rica","","","","","","","","","",""
"1140","1272","","","","","4","06/04/03","06/07/03","3","Mazatlan","Sinaloa","Mexico","","04-07 Jun 03","Mazatlan, Mexico","","","","","","","","","",""
"1141","1273","","","","","12","06/19/03","06/22/03","3","Seattle","Washington","USA","","19-22 Jun 03","Seattle, WA","","","","","","","","","",""
"1142","1274","","","","11,294 miles","3","06/25/03","06/25/03","0","Vallejo","California","USA","","06/25/03","Vallejo","","","","","","","","","",""
"1143","","","","","","","","","","","","","","","","","","","","","","","","",""
"1144","1277","2003-2","S. America","Golden Bear III","","","06/27/03","06/27/03","0","Vallejo","California","USA","","06/27/03","Vallejo","","","","","","","","","",""
"1145","1278","","","","Refueling","2","06/29/03","07/01/03","2","Long Beach","California","USA","","06/29/03","Long Beach","","","","","","","","","",""
"1146","1279","","","","","9","07/10/03","07/13/03","3","Quepos","","Costa Rica","","10-13 Jul 03","Quepos, Costa Rica","","","","","","","","","",""
"1147","1280","","","","3 day planned visit cut short due to weather","9","07/22/03","07/24/03","2","Iquique","","Chile","","07/22/03","Iquique, Chile","","","","","","","","","",""
"1148","1281","","","","Exploration","6","07/30/03","08/01/03","2","Cocos Island","","Costa Rica","","07/30/03","Cocos Island, Costa Rica","","","","","","","","","",""
"1149","1282","","","","","7","08/08/03","08/14/03","6","Mazatlan","Sinaloa","Mexico","","08-14 Aug 03","Mazatlan, Mexico","","","","","","","","","",""
"1150","1283","","","","","5","08/19/03","08/21/03","2","San Diego","California","USA","","08/19/03","San Diego CA","","","","","","","","","",""
"1151","1284","","","","9,643 miles","4","08/25/03","08/25/03","0","Vallejo","California","USA","","08/25/03","Vallejo","","","","","","","","","",""
"1152","","","","","","","","","","","","","","","","","","","","","","","","",""
"1153","1287","2003-3","Mini-Cruise","Golden Bear III","","","10/12/03","10/12/03","0","Vallejo","California","USA","","10/12/03","Vallejo","","","","","","","","","",""
"1154","1288","","","","SFBay Fleet Week / Homecoming","0","10/12/03","10/12/03","0","San Francisco Bay","California","USA","","","SFran Bay","","","","","","","","","",""
"1155","1289","","","","40 miles","0","10/12/03","10/12/03","0","Vallejo","California","USA","","10/12/03","Vallejo","","","","","","","","","",""
"1156","","","","","","","","","","","","","","","","","","","","","","","","",""
"1157","1292","2004-1","Mini-Cruise","Golden Bear III","","","03/19/04","03/19/04","0","Vallejo","California","USA","","03/19/04","Vallejo","","","","","","","","","",""
"1158","1293","","","","cadet orientation & training","0","03/19/04","03/20/04","1","San Pablo Bay","California","USA","","","San Pablo Bay","","","","","","","","","",""
"1159","1294","","","","16 miles","0","03/20/04","03/20/04","0","Vallejo","California","USA","","03/20/04","Vallejo","","","","","","","","","",""
"1160","","","","","","","","","","","","","","","","","","","","","","","","",""
"1161","1297","2004-2","North Pacific","Golden Bear III","","","05/01/04","05/01/04","0","Vallejo","California","USA","","05/01/04","Vallejo","","","","","","","","","",""
"1162","1298","","","","emergency medical stop only","7","05/08/04","05/08/04","0","Dutch Harbor","Alaska","USA","","05/08/04","Dutch Harbor, Unalaska, Alaska","","","","","","","","","",""
"1163","1299","","","","went to Kiska instead","4","05/12/04","05/12/04","0","Attu/Adak","Alaska","USA","","05/12/04","Attu/Adak, Aleutians, Alaska","","","","","","","","","",""
"1164","1300","","","","Exploration","-1","05/11/04","05/11/04","0","Kiska","Alaska","USA","","05/11/04","Kiska, Aleutians, Alaska","","","","","","","","","",""
"1165","1301","","","","","8","05/19/04","05/22/04","3","Vladivostok","","Russia","","19-22 May 04","Vladivostok, Russia","","","","","","","","","",""
"1166","1302","","","","Cancelled","4","05/26/04","05/29/04","3","Shanghai","","China","","26-29 May 04","Shanghai, China","","","","","","","","","",""
"1167","1303","","","","to replace Shanghai, but also cancelled","-3","05/26/04","05/29/04","3","Hong Kong","","China","","26-29 May 04","Hong Kong, China","","","","","","","","","",""
"1168","1304","","","","emergency medical stop only","-3","05/26/04","05/28/04","2","Naha"," Japan","Japan","","05/26/04","Naha, Okinawa, Japan","","","","","","","","","",""
"1169","1305","","","","","5","06/02/04","06/05/04","3","Makpo","","Korea","","02-05 Jun 04","Makpo, South Korea","","","","","","","","","",""
"1170","1306","","","","visit shortened one day due to typhoon","4","06/09/04","06/11/04","2","Naha"," Japan","Japan","","09-11 Jun 04","Naha, Okinawa, Japan","","","","","","","","","",""
"1171","1307","","","","added after Hong Kong cancelled","3","06/14/04","06/17/04","3","Saipan","Northern Mariana Islands","Northern Mariana Islands","South Pacific","14-17 Jun 04","Saipan, Marianas ","","","","","","","","","",""
"1172","1308","","","","Exploration","6","06/23/04","06/25/04","2","Midway Island","","","South Pacific","06/23/04","Midway Island","","","","","","","","","",""
"1173","1309","","","","Underway Training","2","06/27/04","06/28/04","1","Lanai","Hawaii","USA","","27-28 Jun 04","Lanai, Hawaii","","","","","","","","","",""
"1174","1310","","","","12,907 miles","1","06/29/04","","0","Honolulu","Hawaii","USA","","06/29/04","Honolulu, Oahu, Hawaii","","","","","","","","","",""
"1175","","","","","","","","","","","","","","","","","","","","","","","","",""
"1176","1314","2004-3","North Pacific","Golden Bear III","","","07/02/04","07/02/04","0","Honolulu","Hawaii","USA","","07/02/04","Honolulu","","","","","","","","","",""
"1177","1315","","","","Exploration","5","07/07/04","07/09/04","2","Midway Island","","","South Pacific","07/07/04","Midway Island","","","","","","","","","",""
"1178","1316","","","","","7","07/16/04","07/19/04","3","Saipan","Northern Mariana Islands","","South Pacific","16-19 Jul 04","Saipan, Trust Territory","","","","","","","","","",""
"1179","1317","","","","","4","07/23/04","07/26/04","3","Naha"," Japan","Japan","","23-26 Jul 04","Naha, Okinawa, Japan","","","","","","","","","",""
"1180","1318","","","","","4","07/30/04","","3","Busan","","Korea","","30 Jul- 02 Aug 04","Pusan  (Busan), South Korea","","","","","","","","","",""
"1181","1319","","","","Cancelled","1","08/03/04","08/06/04","3","Dalian","","China","","03-06 Aug 04","Dalian, China","","","","","","","","","",""
"1182","1320","","","","Cancelled","4","08/10/04","08/13/04","3","Vladivostok","","Russia","","10-13 Aug 04","Vladivostok, Russia","","","","","","","","","",""
"1183","1321","","","","added after Vladivostok cancel","-7","08/06/04","08/09/04","3","Yokohama","","Japan","","06-09 Aug 04","Yokohama, Japan","","","","","","","","","",""
"1184","1322","","","","cancelled - to L.A./L.B. instead","11","08/20/04","08/20/04","0","Kiska","Alaska","USA","","08/20/04","Kiska, Aleutians, Alaska","","","","","","","","","",""
"1185","1323","","","","added - for hull inspection","5","08/25/04","08/26/04","1","Long Beach","California","USA","","25-26 Aug 04","Los Angeles / Long Beach","","","","","","","","","",""
"1186","1324","","","","Underway Training","0","08/26/04","08/27/04","1","Santa Catalina Island","California","USA","","26-27 Aug 04","Santa Catalina Island","","","","","","","","","",""
"1187","1325","","","","11,989 miles","2","08/29/04","08/29/04","0","Vallejo","California","USA","","08/29/04","Vallejo","","","","","","","","","",""
"1188","","","","","","","","","","","","","","","","","","","","","","","","",""
"1189","1328","2005-0","Mini-Cruise","Golden Bear III","cadet orientation & training","","03/18/05","03/18/05","0","Vallejo","California","USA","","03/18/05","Vallejo","","","","","","","","","",""
"1190","1329","","","","cancelled - ran ""hot ship"" at dock","0","03/18/05","03/19/05","1","San Pablo Bay","California","USA","","","San Pablo Bay","","","","","","","","","",""
"1191","1330","","","","","0","03/19/05","03/19/05","0","Vallejo","California","USA","","03/19/05","Vallejo","","","","","","","","","",""
"1192","","","","","","","","","","","","","","","","","","","","","","","","",""
"1193","1333","2005-1","South Pacific","Golden Bear III","with Cal Poly students","","05/01/05","05/01/05","0","Vallejo","California","USA","","05/01/05","Vallejo","","","","","","","","","",""
"1194","1334","","","","","6","05/07/05","05/09/05","2","Lahaina","Hawaii","USA","","07-09 May 05","Lahaina, Maui, Hawaii","","","","","","","","","",""
"1195","1335","","","","","10","05/19/05","05/22/05","3","Suva","","Fiji","South Pacific","19-22 May 05","Suva, Fiji Islands","","","","","","","","","",""
"1196","1336","","","","","3","05/25/05","05/27/05","2","Noumea","","New Caledonia","South Pacific","25-27 May 05","Noumea, New Caledonia","","","","","","","","","",""
"1197","1337","","","","","5","06/01/05","06/04/05","3","Sydney","","Australia","","01-04 Jun 05","Sydney, Australia","","","","","","","","","",""
"1198","1338","","","","cancelled - to Brisbane instead","5","06/09/05","06/12/05","3","Auckland","","New Zealand","","09-12 Jun 05","Auckland, New Zealand","","","","","","","","","",""
"1199","1339","","","","","-4","06/08/05","06/11/05","3","Brisbane","","Australia","","08-11 Jun 05","Brisbane, Australia","","","","","","","","","",""
"1200","1340","","","","Exploration     cancelled - to Palmyra","6","06/17/05","06/17/05","0","Rarotonga","","Cook Islands","South Pacific","06/17/05","Raratonga,","","","","","","","","","",""
"1201","1341","","","","Exploration","5","06/22/05","06/24/05","2","Palmyra Island","Line Islands","","South Pacific","06/22/05","Palmyra Island","","","","","","","","","",""
"1202","1342","","","","Underway Training","2","06/26/05","06/27/05","1","Lanai","Hawaii","USA","","26-27 Jun 05","Lanai, Hawaii","","","","","","","","","",""
"1203","1343","","","","11,851 miles","1","06/28/05","06/28/05","0","Honolulu","Hawaii","USA","","06/28/05","Honolulu, Hawaii","","","","","","","","","",""
"1204","","","","","","","","","","","","","","","","","","","","","","","","",""
"1205","1347","2005-2","North Pacific","Golden Bear III","","","07/01/05","07/01/05","0","Honolulu","Hawaii","USA","","07/01/05","Honolulu","","","","","","","","","",""
"1206","1348","","","","","12","07/13/05","07/16/05","3","Suva","","Fiji","South Pacific","13-16 Jul 05","Suva, Fiji Islands","","","","","","","","","",""
"1207","1349","","","","","3","07/19/05","07/20/05","1","Noumea","","New Caledonia","South Pacific","19-20 Jul 05","Noumea, New Caledonia","","","","","","","","","",""
"1208","1350","","","","","5","07/25/05","07/28/05","3","Sydney","","Australia","","25-28 Jul 05","Sydney, Australia","","","","","","","","","",""
"1209","1351","","","","cancelled - to Papeete instead","5","08/02/05","08/05/05","3","Auckland","","New Zealand","","02-05 Aug 05","Auckland, New Zealand","","","","","","","","","",""
"1210","1352","","","","originally 09 Aug","-1","08/04/05","08/04/05","0","Rarotonga","","Cook Islands","South Pacific","08/04/05","Raratonga,","","","","","","","","","",""
"1211","1353","","","","added after Auckland NZ cancel","4","08/08/05","08/11/05","3","Papeete","Tahiti","French Polynesia","South Pacific","08-11 Aug 05","Papeete, Tahiti","","","","","","","","","",""
"1212","1354","","","","Underway Training","12","08/23/05","08/24/05","1","Santa Catalina Island","California","USA","","23-24 Aug 05","Santa Catalina Island","","","","","","","","","",""
"1213","1355","","","","UWILD inspection held","1","08/25/05","08/27/05","2","San Diego","California","USA","","25-27 Aug 05","San Diego, CA","","","","","","","","","",""
"1214","1356","","","","12,037 miles","2","08/29/05","08/29/05","0","Vallejo","California","USA","","08/29/05","Vallejo","","","","","","","","","",""
"1215","","","","","","","","","","","","","","","","","","","","","","","","",""
"1216","1359","2005-3","Mini-Cruise","Golden Bear III","","","10/09/05","10/09/05","0","Vallejo","California","USA","","10/09/05","Vallejo","","","","","","","","","",""
"1217","1360","","","","SFBay Fleet Week / Homecoming","0","10/09/05","10/09/05","0","San Francisco Bay","California","USA","","","SFran Bay","","","","","","","","","",""
"1218","1361","","","","40 miles","0","10/09/05","10/09/05","0","Vallejo","California","USA","","10/09/05","Vallejo","","","","","","","","","",""
"1219","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","1365","2006-0","Mini-Cruise","Golden Bear III","cadet orientation & training","","03/18/06","03/18/06","0","Vallejo","California","USA","","03/18/05","Vallejo","","","","","","","","","",""
"1221","1366","","","","originally sked  17-19 Mar","0","03/18/06","03/18/06","0","San Francisco Bay","California","USA","Alcaraz","","San Fran Bay  (around Alcatraz)","","","","","","","","","",""
"1222","1367","","","","","0","03/18/06","03/18/06","0","Vallejo","California","USA","","03/18/05","Vallejo","","","","","","","","","",""
"1223","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","1370","2006-1","S. America","Golden Bear III","with Cal Poly students","","04/30/06","04/30/06","0","Vallejo","California","USA","","04/30/06","Vallejo","","","","","","","","","",""
"1225","1371","","","","","8","05/08/06","05/11/06","3","Zihuatanejo","","Mexico","","08-11 May 06","Zihuatanejo,  Mexico","","","","","","","","","",""
"1226","1372","","","","brief fuel stop only","4","05/15/06","05/16/06","1","Panama","","Panama","","05/15/06","Panama","","","","","","","","","",""
"1227","1373","","","","","4","05/20/06","05/23/06","3","Lima","","Peru","","20-23 May 06","Lima, Peru","","","","","","","","","",""
"1228","1374","","","","","6","05/29/06","06/01/06","3","Valparaiso","","Chile","","29 May-01 Jun 06","Valparaiso, Chile","","","","","","","","","",""
"1229","1375","","","","went to Golfito instead","12","06/13/06","06/16/06","3","Caldera","","Korea","","13-16 Jun 06","Caldera, Costa Rica","","","","","","","","","",""
"1230","1376","","","","","-3","06/13/06","06/16/06","3","Golfito","","Costa Rica","","13-16 Jun 06","Golfito, Costa Rica","","","","","","","","","",""
"1231","1377","","","","","12","06/28/06","06/28/06","0","Vallejo","California","USA","","06/28/06","Vallejo","","","","","","","","","",""
"1232","","","","","","","","","","","","","","","","","","","","","","","","",""
"1233","1380","2006-2","S. America","Golden Bear III","with Texas Maritime students","","07/01/06","07/01/06","0","Vallejo","California","USA","","07/01/06","Vallejo","","","","","","","","","",""
"1234","1381","","","","","9","07/10/06","07/13/06","3","Zihuatanejo","","Mexico","","10-13 Jul 06","Zihuatanejo,  Mexico","","","","","","","","","",""
"1235","1382","","","","","8","07/21/06","07/24/06","3","Lima","","Peru","","21-24 Jul 06","Lima, Peru","","","","","","","","","",""
"1236","1383","","","","","5","07/29/06","08/01/06","3","Valparaiso","","Chile","","29 Jul-01 Aug 06","Valparaiso, Chile","","","","","","","","","",""
"1237","1384","","","","","13","08/14/06","08/17/06","3","Caldera","","Costa Rica","","14-17 Aug 06","Caldera, Costa Rica","","","","","","","","","",""
"1238","1385","","","","","12","08/29/06","08/29/06","0","Vallejo","California","USA","","08/29/06","Vallejo","","","","","","","","","",""
"1239","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","1387","2007-1","Mini - Cruise","Golden Bear III","","","03/17/07","03/17/07","0","San Francisco Bay","California","USA","","03/17/07","San Francisco Bay","","","","","","","","","",""
"1241","","","","","","","","","","","","","","","","","","","","","","","","",""
"1242","1390","2007-2","Far East","Golden Bear III","","","04/29/07","04/29/07","0","Vallejo","California","USA","","04/29/07","Vallejo, CA","","","","","","","","","",""
"1243","1391","","","","","18","05/17/07","05/20/07","3","Kobe","","Japan","","17-20 May-07","Kobe, Japan","","","","","","","","","",""
"1244","1392","","","","","5","05/25/07","05/28/07","3","Hong Kong","","China","","25-28 May-07","Hong Kong, China","","","","","","","","","",""
"1245","1393","","","","","3","05/31/07","06/03/07","3","Da Nang","","Vietnam","","31 May-03 Jun-07","Da Nang, Vietnam","","","","","","","","","",""
"1246","1394","","","","","7","06/10/07","06/13/07","3","Apra","Guam","","South Pacific","10-13 Jun-07","Apra, Guam","","","","","","","","","",""
"1247","","","","","","14","06/27/07","06/27/07","0","Honolulu","","","","","","","","","","","","","","",""
"1248","","","","","","","","","","","","","","","","","","","","","","","","",""
"1249","1397","2007-3","Far East","Golden Bear III","","","06/27/07","06/30/07","3","Honolulu","Hawaii","USA","","27-30 Jun-07","Honolulu, HI","","","","","","","","","",""
"1250","1398","","","","","21","07/21/07","07/24/07","3","Subic Bay","","Philippines","","21-24 Jul-07","Subic Bay, Philippines","","","","","","","","","",""
"1251","1399","","","","","3","07/27/07","07/30/07","3","Hong Kong","","China","","27-30 Jul-07","Hong Kong, China","","","","","","","","","",""
"1252","1400","","","","","5","08/04/07","08/07/07","3","Nigata","","Japan","","04-07 Aug-07","Nigata, Japan","","","","","","","","","",""
"1253","1401","","","","","15","08/22/07","08/25/07","3","Seattle","Washington","USA","","22-25 Aug-07","Seattle, WA","","","","","","","","","",""
"1254","1402","","","","","3","08/28/07","08/28/07","0","Vallejo","California","USA","","08/28/07","Vallejo, CA","","","","","","","","","",""
"1255","","","","","","","","","","","","","","","","","","","","","","","","",""
"1256","1404","2008-1","Mini - Cruise","Golden Bear III","","","03/15/08","03/15/08","0","San Francisco Bay","California","USA","","03/15/08","San Francisco Bay","","","","","","","","","",""
"1257","","","","","","","","","","","","","","","","","","","","","","","","",""
"1258","1409","2008-2","South Seas","Golden Bear III","","","04/27/08","04/27/08","0","Vallejo","California","USA","","04/27/08","Vallejo, CA","","","","","","","","","",""
"1259","1410","","","","","15","05/12/08","05/15/08","3","Papeete","Tahiti","French Polynesia","South Pacific","12-15 May-08","Papeete, Tahiti","","","","","","","","","",""
"1260","1411","","","","Cancelled","","","","","New Zealand","","New Zealand","","","New Zealand","","","","","","","","","",""
"1261","1412","","","","Cancelled","","","","","Fiji","","Fiji","South Pacific","","Fiji","","","","","","","","","",""
"1262","1413","","","","","","05/22/08","05/25/08","3","Nukualofa","","Tonga","South Pacific","22-25 May-08","Nukualofa, Tonga Islands","","","","","","","","","",""
"1263","1414","","","","","5","05/30/08","06/02/08","3","Noumea","","New Caledonia","South Pacific","30 May-02 Jun-08","Noumea, New Caledonia","","","","","","","","","",""
"1264","1415","","","","","14","06/16/08","06/18/08","2","Lahaina","Hawaii","USA","","16-18 Jun08","Lahaina, Maui, Hawaii","","","","","","","","","",""
"1265","1416","","","","5 days in Port","1","06/19/08","06/19/08","0","Honolulu","Hawaii","USA","","06/19/08","Honolulu, Hawaii","","","","","","","","","",""
"1266","","","","","","","","","","","","","","","","","","","","","","","","",""
"1267","1418","2008-3","South Seas","Golden Bear III","","","06/23/08","06/23/08","0","Honolulu","Hawaii","USA","","06/23/08","Honolulu, Hawaii","","","","","","","","","",""
"1268","1419","","","","","1","06/24/08","06/27/08","3","Lahaina","Hawaii","USA","","24-27 Jun-08","Lahaina, Maui, Hawaii","","","","","","","","","",""
"1269","1420","","","","","15","07/12/08","07/15/08","3","Noumea","","New Caledonia","South Pacific","12-15 Jul-08","Noumea, New Caledonia","","","","","","","","","",""
"1270","1421","","","","","4","07/19/08","07/22/08","3","Nukualofa","","Tonga","South Pacific","19-22 Jul-08","Nukualofa, Tonga Islands","","","","","","","","","",""
"1271","1422","","","","","6","07/28/08","07/31/08","3","Papeete","Tahiti","French Polynesia","South Pacific","28-31 Jul-08","Papeete, Tahiti","","","","","","","","","",""
"1272","1423","","","","","15","08/15/08","08/16/08","1","San Diego","California","USA","","15-16 Aug-08","San Diego, CA","","","","","","","","","",""
"1273","1424","","","","","2","08/18/08","08/18/08","0","Vallejo","California","USA","","08/18/08","Vallejo, CA","","","","","","","","","",""
